Comment,Emotion
Nesuprantu kam zmogui uz karta gyvenima gadinti.nenuzude gi ka nors...ispetu...o dabar nuteisia.baudzia tinklalapius tegul...,No
Kazin ar tureciau sunerimti kad nuo 2015 vasaros mano IP adresas yra sitame sarase?github.com/firehol/blocklist-ipsets/bl ob/master/iblocklist_pedophiles.netset # L45 Negi jie mano trafica stebi nuo 2015m?Ar tureciau nekreipti i tai demesio?,No
Nueikit i familywatchdog.us/showmap.aspIveskit koki norit JAV miesta ir pamastysit visus sex ofenderisu realiuoju laiku.PILNA MAPAS,No
"Zinokit reikia vyt juste arlauskaite is konisijos .....!! Na perdaug jinai nesutvarko savo ,,akcento ,, Prodiuseriai -pamokykit ja graziai kalbet be akcento !!!!!! Arba vykit lauk..!!",No
"man ji tikrai labai patinka. Nesumenkina dalyvių , taktiška, negailinti gero žodžio, nestresina be reikalo, iškalbi ir labai gražiai, šiek tiek pasimaivydama kalba. Man- super.",No
"sis berniuaks turejo iskristi po pirmo padainavo GYVAI :) kazkodel surinkus komandas buvo leidziama """"dainuoti"""" koncertuose pagal fonograma.",No
"Nu bet Simona isvaryti namo ir ta zviegle palikti - nu atsiprasau... pavargo turbut komisija, jei geru daininkiu nebepastebi... jei abejoja, tegu publikai palieka balsuoti...gal bent jie butu teisingai nusprende...",No
"Ji ir yra tam, kad savo nuomone išsskytų. Ji yra tokia kokia yra ir nesistengia būti kitokia. Jeigu nepatinka žiurėkite žvaigždžių duetus. ;)",No
"Prasideda. Tuoj vėl nežinos ko griebtis, kaip išsaugot. Į mėsos kombinatą tegu varo kraujo pagert",No
"Na mačas koks ir turėjo būti.Tokia treniruotė su realiu varžovu.Gal tas varžovas ir silpnokas,bet treniruotė gera.Jaunimas laiką išnaudojo gerai.Kuo dažniau juos reiktų leisti,lai pripranta prie vyriško krepšinio.Jeigu būtų tikslas siekti kažkokio rekordo,tai būtų juos tiesiog sutrypę ne mažiau kaip 50 akių.Manau kad Šaras teisingai pasielgė nepasityčiojo iš silpnesnio varžovo.Metus pradėjo pergale / ko ir reikėjo tikėtis/ būtų smagu kad ir Eurolygos pirmas mačas ir dar savoj arenoj,būtų pergalingas.Sėkmės vyrams.",No
Ar ne per anksti dziaugtis. Kad tik nebutu tie 4 tukstanciai zaliuju zmogeliuku,No
"Suomiai blaivininkai jau net registruos pagerimam po pora mėnesiu,nes jie negeria:)))))",No
"O tep vot ir bauda gera nuplėškit kad kalėjime turėtų iš ko gyvent ,mums nereiktu islaikyt!",No
Jookio konkretumo kada bauda o kada arestas. Griestai reikia 1.5 iputei kalejimas be isimties. Pavardes su foto i laikrasti ir po metu bus biski tvarkos. O teisines strukturos tarnautojam dvigubai atseikeciau baudos.,No
"kalejimas per daug, dar islaikyt. Tegul atima teises ilgam, masinas, baudos i biudzeta. nemanau, kad teisinga, pakils ispirkos",No
"Kaip čia toks straipsnis galėjo prasprūst? Juk visada rašoma kokie sukilėliai geri ir pūkuoti, ir koks asadas despotas.",No
"viska galima sustabdyti,zinant kas finansuoja ir kaip atsipirks tas projektas,esu isitikines ta projekta ne tik galime sustabdyti,bet ir suzlugdyti",No
"AE niekas nesustabdys,nes tai yra asmeninis putino kerstas.net ,lukasenka buvo bejegis,nes yra tapes obsoliuciu kremliaus vasalu.tiesa,karta bando pavaidinti,kad toks nera,bet tik tiek,kad is vakaru gautu nauda.",No
"Na kad taip vyksta tai negerai, bet žinant kad zmogus pats nusprendzia ka pirkti ir perka negyvenmas patalpas ar kita pats sutinka su tokiomis salygomis.",No
kad čia dar bent 20 vystytojų reiktų patikrinti ir garantuotai ras pažeidimų. O pačią pirmą VTPSI - ten tai STT darbo užtektų dešimtmečiui,No
Net nekeista kaip nekorumpuota stt sytiek metu nemate kad statybu inspekcija tik imituoja darba,No
"Kruizinius laivus greitai prades pervesti i SND,kad ant denio nesmirdetu.Potencialiai geras biznis",No
kur logika planavom issinuomoti 10 metu po dveju metu norim pirkti,No
"Valiooo ,dar vienas po Naujako neatsigaves rado ka uždraust ir baudu,gal net teistumu pridet.Citronas iš ,,Čipolino"""" ruko net tas iki tiek nenusisvaigo:)))",No
"Idomu, kodel visur mazeja silumos kaina, o Kretingoje dideja. Gal laikas pakeisti Silumos tinklu valdzia, jeigu nesugeba vadovauti.",No
"Ohoho ...super! O super verslininku kraste ,Alytuje kaina 7.18 EUR. Kaip sakant kur """"aukstas pragyvenimo lygis ir klestintis miestas ten ir kainos siek tiek didesnes""""",No
Kas man paaiskins kodel Klaipedoje beveik didziausios kainos uz sildyma lietuvoje juk Klaipeda yra silciausias taskas ziema ar ne perdaug ysismagino imusu pinigus tas liberalasGrubliauskas,No
"Gyvenu naujos statybos bute, uz sildyma moku 18-20 euru. Taip kad norit pigesnes silumos- renovuokites, keiskite butus.. ko tikites is sovietines statybos namo",No
"Buvau as Maskvoje kaip tik kada Navaknas zmogus vede, 300 zmoniu surinko, dat 10 000 ant rglutes atejo ir 1000 NOD, Navalnam i galva doti, jeigu ne Omonas, uzmustu.",No
Cia jis tikrino kaip naujas istatymas veikia cia buvo tokia uzduotis cia jam taip liepe cia jis nekaltas.......aaaaaaiiiiii,No
"skaiciai. po visko visko per metus gaunasi sutaupyti apie 15 proc metiniu pajamu (visiskai nesvarbu, kiek ir kas ten kainuoja usa) o tai yra naaa, pvz., kad ir naujas neblogas automobilis. tas pats mazdaug yra ir vakaru europoje. ir to niekaip, deja, neimanoma palyginti su esama situacija ltu....",No
"Internetas orntelefonas 10x brangiau, maistas irngingerokainbrangesnis, pajamosntainmetines, padalinus is 12 ir paskaiciavus islaidas, gyvenimo kokybe neypac geresne.",No
"Jo, jo, JAV kiekvienam pašte yra sveikatos ir karmos supirkimo punktai.",No
"Cia taip pat, kaip ir visur, yra visokiausiu vaiku darzeliu. Galima ir uz $1000 i menesi surasti.",No
"O kur nuoma ar nuosavybes mokestis su issimokejimais i men ~1500Draudimas dviem masinoms i metus maziausiai apie 2000As uz kelius moku virs 100 i men NJ valstijojeSveikatos draudimas jei darbas neduoda keturiu asmenu seimai min 1500 i men, kas LT nemokama700 pats lieviausias darzelis vienam vaikui o men",No
"Jei nuomoti inv. busta, 12x$1700=20k gaunasi. Bet reikia atmesti mokescius, fees, ir t.t. Realiai apie 10-12kk gaunasi.",No
"Dar viena krizė kaip buvo 2008-11, ir pensijiniai fondai išleks kaip dūmas per kaminą",No
"Dar vienas kiaurasamtis iš mensfiaktory. Antakius išsipešiojęs, jis dar mokina kaip auklėti vaikus..",No
kaip nėra pateisinimo ir jo provokavimui iš dvasiniais nuodais besisvaidančių moterėlių...,No
"straipsnyje iswvardinti visi tragiski ivykiai, bet nei vienos minties, siulymo ka reiktu daryti, keisti, kad taip neatsitiktu daugiau... Vnz straipsni galiu ivertinti 0 (nuliu) nes nieko vertingo jame neradau, apart kazkokio gejo pagiezos visiems ir tragisku faktu pavardijimo, apie kuriuos ir taip visi zinojo",No
Paukštis žąsinas. Žodis rašomas su ą ir i trumpa. Išmokite ir galėsite drąsiai piemenauti :)),No
"Galima ir džinsus, bet tada viršutinė dalis turi būti aptemptas ilgokas megztukas, toks aptempiantis liemenį ir klubus :)",No
15 min prieš porą dienų apie tai pranešė. Operatytvūs Delfio žurnalistai.,No
kazi kiek ant metalo svalkej uz ja duotu ? gal dar katalizai neispjauti ? uzzsvaigo apie 0.5 lemo... :D,No
"rankos pradėjo drebėti...Einu vaistų ir plėšt bankų,nes vienas tiek neturės.Unikalus auto!",No
"viskas gerai, tiesiog skaitliukas jau persisuko ir antrą ratą ėmė sukti :)",No
"Tokio automobilio kaina prasideda nuo 500 000 eur. Tai, kad uzdarote savo burnytes ir einate miegoti...",No
Maximoje jau seniai neapsipirkinėjam. Linkim ir kities pagaliau nusikirpti tą virkštelę :),No
"nes buvo atvejis, kuomet alkotesterio parodymo laikas buvo užfiksuotas anksčiau nei įvyko eismo įvykis...Avarijos kaltininkas neva buvo blaivus...Taip ir liko neaiškumas kas papūtė į alkotesterį- prieš tai vairavęs nenustatytas asmuo, ar tikrasis avarijos kaltininkas",No
"Kaip velnią išvarau, laikau kryžių. O kaip vairuoju girtas, tai priekį mašinos pakabinu plūgą. Ir ką, padeda. niekas nestabdo. O jei rimtai, tai atrodo būsim labiausiai teistų žmonių šalimi.",No
"geriau per swentes geriau per swestes negaliu sau atleist nes labayjjj nuoriejau,,,,,",No
"Gėriau, geriu ir gersiu, išgėręs sėdu už vairo ir važiuoju ir nieko man nepadarysite. Daug ir dažnai geriu, geriu kefyrą.",No
"na kiekvienam kaimieciui atvaziavus pirma kart i miesta ,reik pasirodyt, tai ir sios situacijos panasi esme",No
Is pusiau juokais pasakytos frazes atsirado skambi antraste ir dar vienas straipsnis apie ta pati.,No
"Taip taip, serbija be sankcijų į rusiją eksportuoja. Svarbu teisingai etiketes perklijuot... O linkevičius tarp naujų rinkų patvirtino japoniją, PAR ir panašias egzotikas. Juk ne jam gamint ir vežt.",No
"Serbam duos uz puse kainos, o mums dvigubas uzvarys. Va ir biznis",No
"........ sekanti karta aplankys po milijono metu ...... vaje vaje nu truksta zodziu paraso taip , lyg butu gyvene ir uzpatentave tie Nasa geriau nejuokinkit zmoniu .",No
"Didžioji Heilo-Bopo kometa buvo regima plika akimi nuo 1996 m. gegužės iki pat 1997 m. rugsėjo.""""",No
"Neitiketina, kad kas tiek ilgai ateina prie zemes,ka gali tokia milziniska orbita skirieti.",No
"nu va,i antra desimtuka isokta pirmu bandymu,dabar liko sunkiausias darbas - apgint pozicija...",No
Ačiū. Vis dėl to neaiškus principas. Kokiais kriterijais vadovaujasi ir į kelintas vietas pakeliami.,No
"Gal kas gali atsakyti, kodėl šiandien startuoja Vanagas tik 23, nors vakar finišavo 17 tas.",No
"Nieko nebesuprantu, bulgarai sulaiko, o italai graibo juos jūroje ir tysia į europą...",No
"cia tik lasas juroj, kiek situ pripludo! O tai Somalis kariauja?",No
"Gerai kad tu su savo minimu ir nuliu pasiekimu gyvenime esi labai drasus!:) dar kiek drasesnis budamas gal net is mamos buto isikraustytum, a?",No
"Mes suspejom i NATO,jei butumem noreje tik dabar istori>kremelius butu surenges Ukrainos varianta.",No
"Uz vandenyno yra viso pasaulio tautos.o svarbiausia,kad jie labai gerai zino ,kas yra laisve ir, kad uz ja reikia pastoviai kovoti.",No
"Kad panašiai dirba kokių 20 vatnykiniu troliu, smagu matyti kaip niršta :))",No
"Mano papūga žino septynis žodžius,o čia buko galvei rašo komentarus naudojuosi tik du vata ir troliai. Aš apakęs kur mes riedam.",No
"Džiaugiuosi kad Lietuvoje atsiranda mūsų draugų karinės pajėgos. Tai nuostabu Ačiū. Sėkmės Jums Amerikiečiai,laimingų Jums Naujų Metų!",No
"turetu ne salinti, o apsilankyti tu pilieciu gyvenamose vietose nustatyti asmenybes ir imtis atitinkamu veiksmu...",No
"Dirbu mokykloje, o per mokinių atostogas visi pėdinam į darbą ir neburnojam.",No
"Mokytojai paskendę popierizmo liūne, kuriame ir murkdosi po pamokų ir per visas atostogas... visi žino apie kontaktiones valandas, bet nieko nežino apie kvalifikacijos kėlimą, privalomą dalyvavimą visokiuose projektuose (pvz., Olweus""""),metodinę veiklą - grupių ir rajoninių būrelių susirinkimus, ugdymo planų rašymą...Ir dar daugybę kitų darbų. Nekalbu apie saviugdą, savišvietą. Ar norit mokytojo, lakstančio tik į pamokas ir prie savo šeimos puodų?",No
"tie, kas garsiai rėkia. Štai kokia mūsų """"inteligentija"""". Tuo tarpu ugniagesiai, slaugytojos, darželių auklėtojos tyliai dirba už minimumus...",No
"vienas mokytojas dirbs 30 valandu,o kitas 15,tai abu gaus vienodai,ar as ko nesuprantu?",No
"Kategorijos nieko nereiskia-svarbu buti noreti ir neatbaidyti vaiku,is anuko klases del patyciu isejo 3 mok,o mokyt.auksc ivertinimo sienos rastais nukabinetos.",No
"yra tiek, kiek yra, nepriklausomai nuo apmokėjimo sistemos. Jei reikės dėl tos reformos jų gerokai daugiau, tai reikės tuo pačiu kiekiu kitose srityse sumažinti. Sveikatos apsaugos, kultūros, socialinės apsaugos, krašto pasaugos? Gal mokesčius padidinti? Tik neaiškinkite, kad nuimsime nuo valdininkų, nes procentiškai ten jų mažai.",No
"As irgi zinau viena amerikieciu aktore, kuri man net asmeniskai filmuka sukure (jame atsako i mano klausima).. jame minimas mano vardas ir salis.. tas filmukas youtubej ikeltas.. o ta aktore nezinau ar labai garsi.. bet jai teko kartu vaidint su Charlie Sheen'u, David Hasselhoff'u ir keliais kitais zymesniais aktoriais. O ji pati filmuose yra pagrindine heroje.",No
"APKALTA,cia ne JAV ,cia ,,partskolos"""" darbuotoja! 21metu jau buvo TSKP! O 1991m.per sausio 13 baisiuosius ivykius, kas su M.Burokevicium kava gere? Pasidomek detaliau!",No
"Juk visa laika skelbiama,kad investuojama tenais kur stabilus istatymai,aplinka ir dar visokiausiu faktoriu,bet gi rusijoje neatitinka nei vienas faktoriu,negi viskas atvirksciai?",No
"nebesapnuok, kol zala pasieks vanago lygi, tai prireiks dar 20 metu treniruociu pas loeba.",No
"Pirmas reportažas ir pirmieji nusišnekėjimai ir melagystės. Rašoma, kad pavijo Stephaną ir aplenkė. Tačiau Stephanas yra 12-tas, o Vanagas 17-tas, aplenkė tačiau žemesnę vietą užiemė???",No
"Turetu buti kazkas irgi labai skambaus, kaip raketa, meteoras arba bent jau zaibas",No
"Greičio ruože lenktynininkai spaudžia iki dugno ir yra skaičiuojamas laikas. Likę km, tai tiesiog atstumas, kurį reikia nuvažiuoti nuo vieno GR iki kito.",No
"Ta mokinuke, aciu Dievui, nors kalbeti moka!!! Galejo pasiskust, kaip ditektorius isvilko ja is persirengimo kambario ir pradejo ekzekucija!!!! O stai, suneliui blogiau pasiseke!!!!Jis kalbeti nemoka!!!! Sunytis buvo musamas ir talzomas, kad tik cypt ir kauk paklaikes is siaubo tegalejo!!!! Neaisku ar liko gyvas, visas kraujais aptekes gniutulas ant zemes????Ir viskas tas vyko vaiku!!!!!!akyse!!!!!",No
"Aš nesmerkiu klystančių,bet tiksliai žinau,kad yra mokytojai,kurie žemina visą švietimą,nes bandydami apgauti teismą,tiesiogiai luošiną vaikus,o valstybė tapo pajuokos objektu,nes teisme mokytojų melas,pralaimi prieš vaikų matomus veiksmus.Gerbiu direktorių už atsakingumą.",No
manau reiktu kameru mokykloj su garso irasymu apsiramintu ir vaikai ir mokytojai.,No
"Kazkaip nemanau, kad viktoro nuotykiai baigesi...:) Kodel? Ogi jis pradziai daro, paskui masto,jei isvis masto;)",No
"Visi geria - tai ir aš!P. S. o Vytui, tai sėkmės, šaunuolis.",No
"kaip kurie politologai prognozuoja, kad Donaldas Trampas ir Vladimiras Putinas sudarys tarpusavyje Paktą, kuriuo tarp USA ir RF pasidalins pasaulį pagal savo įtakos zonas.",No
"Pritaikykime žmogaus gyvenimui milžiniškus žemiškuosius plotus, tai ir Marso kolonizuoti nerekės.Sachara - buvo žydinčiu soduDidieji miestai Amerikos žemynuose.BUchara prieš pusantro tūkstančio metų daržoves į Indiją eksportuodavo.O dabar ten kas?Jau ir Lietuvos didžioji ploto dalis dar po ketvirčio amžiaus bus padengta taiga (jakutiškai, """"gungalo"""" - ispaniškai, """"mišku"""" - lietuviškai).",No
"> juodas angelas , pries eidamas miegot , pasidek po ranka aspirino ir salto vandens buteli , manau pravers .",No
"tai bent stebuklas, kazkada trispalve gedimino bokste niekada ir nukeliama nebudavo, vajeee...",No
"Mano komentare uždėtą """"nepatinka"""" suprantu, kaip pritarimą leisti girtus į gatves - šviesos tavo proteliui žmogau... Nesuklysk darydamas sprendimus ateityje ...",No
sveikinu tos virus kurie uz vairo visada blaivus o girtokliams seniai ne vieta vairuoti g e ras istatymas ti ar nebus daugiau korupcijos,No
"Oi uzgyvens dabar keliukai , susikels kainas... :-D O, kai jaunas buvau 500 litu pakakdavo. :-D",No
"Ne, savo neišgėriau ir neišgersiu, mano seneliai savo išgėrė ir su kirviu po to vaikėsi mano tėvus, aš sau pasakiau, kad aš toks nebūsiu... Taip per 44 metus ir aš turėjęs avarijų, bet nebuvo net sužeistų nei užmuštų, ir niekad neesu vairavęs girtas, tiesiog turiu šeimą kurią labai myliu ir nenorėčiau jos prarasti už butelį dektinės....",No
Tik Realus Užtrumpinimas veiksminga bus...Riebios riebios baudelės + viešųjų darbų pafilmuojant... ;),No
"Mano nuomone tokia: nesvarbu koks istatymas,nevairuok isgerias ,bus maziau problemu visiems,",No
"Juliui, nesakyk op nepersokes griovio, nebent jau išgerei savo? Daugiausiai avariju padaro blaivūs, išvados?",No
"Bet yra spraga atsisakius pusti i alkostesteri,- bauda 2000e. ir iki 4m. teises atima, pagal tokia veika i belange sest nereikia.",No
"Atsisakymas pusti prilygsta sunkiam girtumo laipsniui,manau girdejes apie toki istatyma :).taip,kad spragos nera jokios.",No
"V.Čeponi, o kam Žalgirij Songaila??? Kodel Songaila negali trenerovt Lima???",No
Norint sensacijos reikia kad biudzetas butu bent eurolygos vidurkio. Cia ne tik sportas ir vadyba bet ir komercija.,No
"tai kad prieš kiek laiko ne """"kaime"""", o Vokietijoje """"gyvenai"""". Gyveni ten, kokį komentaro šabloną iš Latvių gatvės gauni.",No
"O is kur ponas dainininkas zino, koks yra tas seminarijos pasaulelis? Ar nebutu didziai nustebes jei jis labai skiriasi nuo jo isivaizduojamo. Labai jau siauras mastymas.",No
"Berniukas gali pabėgt iš kaimo, bet kaimas iš berniuko - ne. O koks susireikšminimas ?",No
"Tėvas nenori, kad sūnus augtų seminarijos pasaulėlyje. Bet, jei tas sūnelis užsinorės seminarijos pasaulėlyje gyventi, tai, ką, uždraus? Planuok, planuok, o Dievas pasijuoks.",No
"Kai normalios valstybės legalizuoja lengvus narkotikus,mūsų policinė už suktinę kiš į kaliūzę.Ką išsirinkot tą ir turit.Linkių kuo blogiausio Lietuvai ateinančiais keturiais metais.",No
"Kuom blogas buvo sovietmeciu priimtas istatymas del kysiu. Uz 10 000 rubliu grese bausme nuo 15m kalejimo arba mirties bausme su turto konfiskavimu. Va tokias bausmes labai greit panaikino,matyt zinojo,kad tai ta saka,ant katros jie greit atsises",No
"Kodėl straipsnis nepasirašytas? Nemažai darbo įdėta, turėtų kas nors prisiimti atsakomybę.",No
"Tikėkim, kad taip ir bus, Valstijose pakanka išsilavinusių ir įtakingų žmonių.",No
"tai jei viskas visur jau padaryta, tai kritika galime pamirsti? cia apie viska, ir apie teatra,kina, valdzia,spauda. Bet zmonems pripratusiems prie sovietinio mastymo 26 metai vis negali pakeisti mentaliteto ivertinti,suprasti kritika is jos mokytis ir buti-tapti geresniais",No
"Tai ką, neįpylė šiandien niekas, ko čia putojies? Nebūk šitų metų simboliu...",No
Delfiukui ir jo redaktorei - Jūs perspausdinkite šio Užkalnio mintis skelbiamas jo Facebooke (snūkiadežėje) ir tuomet reklamuokite šį padarą.,No
"Kai emigravau (antra karta) vis galvojau,koks skanus maistas LT...bet tai buvo tik nostalgija ir tevynes ilgesys. Grizus po daugelio metu kalajonius, vis dar negaliu surasti tos savo vietos kaina+kokybe. uzkalnis koks jis bebutu atgrasus, bent jau cia vienintelis kuris raso-bando rasyt apie maista, kas jau yra neblogai. o neigiami komentarai...nes 26 metai per mazai susiformuoti maisto kulturai,kaip ir 20 eur pusryciams daugeliui zmoniu vakarienes kaina su buteliu.",No
"O kodėl tamstelė linki Andriukui to paties, kurio jau pati gailitės...?Išvykot ir niekas šito nesigaili :)))",No
"facebook, jei jau versti iš anglų kalbos pažodžiui, tai ne """"snukiadėžė"""". Gal esi kur užsiregistravęs kur nors """"Deadbox"""" ar pan. tai supainiojai... :)",No
"Be reikalo loja politikai is tribunu,o gudrus suo be reikalo neloja.",No
"Lietuviai ypač turi progą švęsti - eilinį kartą valdžiagyvių apvogti - šį kartą tarifu 3,4528",No
"Merkel gali suduot dviguba smugi, vienas - welkom refugees, o kitas pasiduos savo mersedesams, isleis UK su visnaitemis ir tada jau kortu namelis.",No
"Kol 55% biudzeto bus skiriama pasalpoms""""Lietuva vėžio gydymui skiria mažiausiai pinigų iš visų ES valstybių""""3w delfi.lt/news/daily/health/lietuva-vez io-gydymui-skiria-maziausiai-pinigu-is- visu-es-valstybiu.d?id=597219217 444 eurai vienam ligos atvejui, Estija – 19 tūkst., ES vidurkis – 19,6 tūkst. eurų.""""Sostinės Gedimino prospekte sužibs 8000 žvakučių mirusiems nuo vėžio atminti""""delfi.lt/news/daily/lithuania/sostines -gedimino-prospekte-suzibs-8000-zvakuci u-mirusiems-nuo-vezio-atminti.d?id=7280 5666tiek pat, kiek gyvybių kasmet pasiglemžia vėžys.Mažiau nei 3 mln. gyventojų turinčioje Lietuvoje gyvena apie 100 tūkst. vėžiu sergančių žmonių. Iš jų apie 8 tūkst. kasmet nuožmią kovą su šia liga pralaimi... vėžys trečdaliui gyventojų nustatomas jau vėlyvose stadijose. Pernai vėžys buvo diagnozuotas maždaug 18 tūkst. žmonių, o draudimo nuo kritinių ligų išmokas gavo tik 266 asmenys.""""Vėžio diagnozę 12-oje klasėje išgirdusi Vaiva papasakojo, kas dedasi provincijoje""""delfi.lt/sveikata/iveik-liga/vezio-dia gnoze-12-oje-klaseje-isgirdusi-vaiva-pa pasakojo-kas-dedasi-provincijoje.d?id=7 2902866Tenka išgirsti istorijų, kai iš vėžiu sergančių vaikų tyčiojasi jų bendraklasiai, kiemo draugai.",No
"Lietuvos vėliava yra Vytis purpuriniame fone. O trispalvė ,kas norės apie ja suzinoti pasigooglins.",No
"paalanstesnę edencija, jei grangos elektra, tiek patrango ir visos paslaugosei prekės. Bet dabar pinga elektra...ar pvz pigs maisto produktai? Vargu...juk čia Lietuva.",No
"Paskaičius komentarus susidaro įspūdis, kad kai kam labiau rūpi žurnalistų daromos klaidos negu jų aprašomos naujienos .",No
"matai, actas vatą tirpdo. štai ir viskas :) ir prasideda viskas nuo kognityvinių sugebėjimų nykimo.",No
Ne toli pabegom. Mastai mazesni ir rafinuotesni.Mazajam verslui visoje post sovietineje erdveje nesaldu. Sovietu palikimas-NEAPYKANTA VERSLUI ipac is jegos strukturu.,No
"Gal tas žmogelis iš tiesų yra nukentėjęs, bet išlieka galimybė, kad tai elementarus agento infiltravimas prisidengiant sufabrikuotom ano problemom.",No
"Gal pasirodysiu cinikas, bet verslininkas privalo skaičiuoti savo rizikas. Jei to nesugeba ir lieka be kelnių , ne laikas virkauti. Darė biznį ten kur aukštas pelnas ir didelė rizika, turi prisiimti ne tik uždirbtus milijonus, bet ir pasekmes kai jam numaus kelnes. O virkauti ;).... reiškia parodyti, kad dirbai ne tą darbą apie kurį supranti ir gyveni savo išsigalvotame nerealiame pasaulyje.",No
"Kažkam neužtenka protelio pamatyti, kad čia pasirinkimas jums - ar palikti juokelius apie karves, ar gyventi pačiam ganant karves.",No
"Japan: No Muslims, no terroristsJapan has ruled to spy on all MuslimsIn Japan, """"permanent residency is not given to Muslims,"""" the """"propagation of Islam"""" is bannedIslamic Terrorism: Why There Is None in Japan",No
"Nuoširdi užuojauta žuvusių artimiesiems ir visai Turkijai. Kada tai baigsis? Galo nesimato.Žmonės, kur mes gyvename???",No
"Su kokiais žodeliais žodelyčiais, oho... nežinau, kad ir kaip man patiktų ten koks nors prezidentas iki tiek nesimeilinčiau, fu...",No
"Labai gaila,bet Justinas niekada nebuvo Didysis.Visada tik vidutinio dydzio.",No
"Vaikus reik nuo mazu dienu auklet,nelaukt kol uzaugs ir taps alkoholikais,kaip itariu ,pats ir prie ju busit",No
Laimingos mamos Laimės pirmoje eilėje trokšta ne sau - o savo vaikams ir jų laimės neatima atimdamos iš vaikų jų Tėvą (apie lietuvos teisėtvarka nekalbu),No
"Mano mocui beveik 30 metu,nieks jo nevagia ir net neziuri i ji :D",No
"O jei jie nuomavo tą garažą iš paprasto žmogaus kaip tu,tai ką paprastas žmogus nežinodamas turės garažą taisyti..",No
Kaip visada vista teiseja paleis lygtinai. Dali teiseju pacius reiktu pasodint uz neadekvacias bausmes.,No
"Čia ne liudininkas turėtų vykti į PK, o policija turėtų važiuoti pas jį ir apklausti. Gal žmogus visai kitame Lietuvos gale gyvena. Kodėl turėtų gaišti laiką ir leisti pinigus kelionei pas pareigūnus, kuriems mokame atlyginimus, perkame tarnybinius automobilius ir kurą. Tai yra jų darbas. Rimtai, padedi žmonėms, o paskui tave tampo po policijas ir teismus per visą Lietuvą. Paskui stebisi, kad žmonės yra nepilietiški ir abėjingi svetimoms nelamėms.",No
"eisi pas ta tyreja, nepamirsk pries tai i bankomata kokiu 1000 euru nusiimt is saskaitos, gal tada baudziamos bylos tau neiskels",No
"Audi prestizine? :))) prajuokino. Kaimo auto nors ir techniskai viskas su ja ok :)Ir as gruodi nauja auto pirkau, bet audi net nesvarsciau.Prestiziniai lexusai, volvo ir panasus auto bet ne audi ir ne bmw",No
"Audi visur laikoma kaip lygia markem bmw ar mb visam pasaulyje, audi beje brangesnes uz ta volvo.",No
"Aciu Dievui, kad tik sunelis...o as issigandau, kad Klaipedos meras ar jo duda...",No
O tai iš ko turėjo išsiristi jeigu ne iš kiaušinio? Gal iš dvipūdės?,No
Nyderlandai? tikiuosi pilotai nebus apsinese ato vaidensis visokie baubai ore:D,No
negana kad prasik... milijonus tai dar ne kur kitur o mum ant galvu,No
"skuduru/batu pardaveju mados :)).tikrai ne rimtu profesiju / darbu atstovems, tokia banalybe ir piguva.",No
"Eu subkulturos super, jos demokratiskos :) O va Ru subkultura yra prievartine ir ne kitaip, juk negali mastyti ir reiksti kitokias idejas ir mintis, nei nurodoma :)",No
"Turinti skonį moteris žino kaip lakuot nagus, o tie visi piešiniai ir blizgučiai, tai šarkoms tik ir tinka.",No
"Jei tik jų reikalas, ko tada savo marškinius čia viešai skalbia?",No
"Tai kad melas, melu suteptas.trobeleje ji badavo matai.Pas močiute blynus kirto,uogienem tepdama...",No
Ne apie santykius kalbejo...todel si tema ir yra ju reikalas,No
"tokio menkumo protelis, atneša rodo rankinuką, ir pasakoja kiek kainavo- ,mieli žurnalistai, aš jau nebežinau kas menkesnio proto, ar jūs ar jinai",No
kokia vista reik but kad girtis skuduru kolekcija.cia is griazi v kniazi istorija.nemokejimas pernest turto.,No
"Taip pas mociute buvo gerai.Deja,kai isvyko gyvent su mama,gyveno butent taip,kaip pasakojama.Melo cia 0",No
O ko bego is mociutes ? Ismete ja i gatve? Melas gi.,No
Ar jau 26metų dukra tiek prigęrusio tevo negalėjo kokia keptuve paşventint?Būtų toks man pasisklaidęs..,No
"Nebūtinai taip visad būna kaip manot.. persižegnokit, kad Jums taip nebūtu",No
Religion of Peace: A Brief History of Islam - Brigitte Gabriel #islam #religionofpeace! butinai ziureti !!! you-t-be,No
"Be vladimirovladimroviciaus mazojo cia jau nieko gero nesitikekime.jis tikrai pades,bet tik jam reikia nusileisti.pradzioje reikia atsiprasyti ir neprosal paklupoti,tada jau nuolaidos ,nuolaidos iki pat biskajos ilankos.",No
"Vis dar neaišku, ar sunkvežimio vairuotojas Berlyne veikė vienas, kokie buvo jo motyvai --- WTF ? neveltuj straipsnio autoriaus pavardes nera !!!",No
"Jeigu akivaizdžiai reiškiamos politinės numonės (net neargumentuotos), tai bent autorių galėtų nurodyt... @DELFI ?",No
"per didelis lanko diametras? Rusijoje gali visko nutikti, FIBA turetu patikrinti ar atitinka standartus.",No
"Jie kitos dienos oru nebenuspeja,tai ka ir kalbet,kokie orai bus po savaites :))",No
"kodel jus dar Lietuvoje? na bet jei dar yra ten kas, tai laikykites ten...",No
"Nu ką, išimt akumoliatorių porai dienų, pasinaudoti viešuoju, ir pripilt pilną baką dyzelio.Na gal dar porą Žolynų paimti ant šilumos, jei Karbauskis nieko prieš.",No
